[14-May-2022 18:28:46 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:28:46 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:28:49 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:28:49 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:28:49 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:29:56 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:29:56 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:29:56 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:30:01 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:30:01 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:30:01 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:31:32 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:31:32 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:31:32 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:41:46 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:41:46 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:41:46 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:43:08 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:43:08 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:43:08 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:43:23 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:43:23 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:43:23 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:44:10 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:44:10 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:44:10 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:44:22 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:44:22 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:44:22 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:44:26 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:44:26 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:44:26 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 18:48:26 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 18:48:26 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 18:48:26 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 19:01:47 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
[14-May-2022 19:01:47 UTC] PHP Warning:  sqlsrv_fetch_array() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 268
[14-May-2022 19:01:47 UTC] PHP Warning:  sqlsrv_free_stmt() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 272
[14-May-2022 19:01:54 UTC] PHP Warning:  sqlsrv_query() expects parameter 1 to be resource, bool given in C:\OsGc\ClsMsSql.php on line 264
